"Isotope Ratio Report",,,,,,
"|-","Pb",208,2039890.44,2.42566,0.53477,1
"| ","Pb",206,933656.66,1.11022,0.24476,1
"|>","Pb",207,840964.607,1,0.22046,1
"Replicate",3,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1988554.306,2.41865,0.5344,1
"| ","Pb",206,910361.67,1.10726,0.24465,1
"|>","Pb",207,822176.582,1,0.22095,1
"Replicate",4,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1965267.954,2.42507,0.53463,1
"| ","Pb",206,900300.833,1.11094,0.24492,1
"|>","Pb",207,810396.708,1,0.22046,1
"Replicate",5,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1990750.052,2.42177,0.53491,1
"| ","Pb",206,908876.02,1.10566,0.24421,1
"|>","Pb",207,822023.572,1,0.22088,1
"Replicate",6,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2012449.848,2.42886,0.53525,1
"| ","Pb",206,918839.081,1.10896,0.24438,1
"|>","Pb",207,828557.301,1,0.22037,1
"Replicate",7,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1975068.102,2.42079,0.53439,1
"| ","Pb",206,904976.794,1.10921,0.24486,1
"|>","Pb",207,815876.618,1,0.22075,1
"Replicate",8,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1997659.245,2.4266,0.53452,1
"| ","Pb",206,916399.817,1.11317,0.2452,1
"|>","Pb",207,823233.698,1,0.22028,1
"Replicate",9,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1962263.296,2.41589,0.53373,1
"| ","Pb",206,902007.405,1.11053,0.24534,1
"|>","Pb",207,812232.736,1,0.22093,1
"Replicate",10,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1967278.307,2.41684,0.53372,1
"| ","Pb",206,904734.977,1.11148,0.24545,1
"|>","Pb",207,813987.609,1,0.22083,1
"Replicate",11,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1963529.623,2.42327,0.53449,1
"| ","Pb",206,899867.164,1.11056,0.24495,1
"|>","Pb",207,810280.525,1,0.22056,1
"Replicate",12,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1974135.917,2.42156,0.53485,1
"| ","Pb",206,901623.69,1.10597,0.24428,1
"|>","Pb",207,815232.514,1,0.22087,1
"Summary",,,,,,
"Analyte","Mass","Net Intens. Mean","Ratio Mean","Ratio %RSD","Corr. Factor Mean",
,"Pb",208,1992540.3,2.42157,0.19033,1
,"Pb",206,912410.7,1.10889,0.26713,1
,"Pb",207,822834.9,1,0,1
"Isotope Ratio Report",,,,,,
"Sample ID:","SRM981_QC",,,,,
"Sample Date/Time:","Thursday, April 30, 2015 11:17:56",,,,,
"Sample Type:","Sample",,,,,
"Sample Description:",,,,,,
"Method File:","C:\Elandata_Analitica\Method\pb_isotopi.mth",,,,,
"Dataset File:","C:\Elandata_Analitica\Dataset\PM10_NyAlesund_2010-2014_isotopi\SRM981_QC.139",,,,,
"Tuning File:","C:\Elandata_Analitica\Tuning\default.tun",,,,,
"Optimization File:","C:\Elandata_Analitica\Optimize\default_Pbratios.dac",,,,,
"Blank File:",,,,,,
"Dead Time (ns):",40,,,,,
"Read Delay(sec):",40,,,,,
"Number of Sweeps:",1000,,,,,
"Number of Readings:",10,,,,,
"Number of Replicates:",12,,,,,
"Dual Detector Mode:","Pulse",,,,,
"Measurement Unit:","counts",,,,,
"Replicates",,,,,,
"Replicate",1,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2000545.616,2.36058,0.53385,1
"| ","Pb",206,899392.928,1.06126,0.24,1
"|>","Pb",207,847478.954,1,0.22615,1
"Replicate",2,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1987270.518,2.38501,0.5356,1
"| ","Pb",206,889844.639,1.06794,0.23983,1
"|>","Pb",207,833233.352,1,0.22457,1
"Replicate",3,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1948585.629,2.37734,0.53435,1
"| ","Pb",206,878398.014,1.07167,0.24088,1
"|>","Pb",207,819650.026,1,0.22477,1
"Replicate",4,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1935647.095,2.38683,0.53552,1
"| ","Pb",206,867872.782,1.07017,0.24011,1
"|>","Pb",207,810968.443,1,0.22437,1
"Replicate",5,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1936940.281,2.3836,0.53486,1
"| ","Pb",206,871850.644,1.0729,0.24075,1
"|>","Pb",207,812610.272,1,0.22439,1
"Replicate",6,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1917995.966,2.37982,0.53444,1
"| ","Pb",206,864887.14,1.07314,0.24099,1
"|>","Pb",207,805943.086,1,0.22457,1
"Replicate",7,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1917016.469,2.37382,0.53444,1
"| ","Pb",206,862389.13,1.06789,0.24042,1
"|>","Pb",207,807566.588,1,0.22514,1
"Replicate",8,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1926577.278,2.38362,0.53433,1
"| ","Pb",206,870783.002,1.07736,0.24151,1
"|>","Pb",207,808256.959,1,0.22417,1
"Replicate",9,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1900647.253,2.38523,0.53489,1
"| ","Pb",206,855880.793,1.07409,0.24086,1
"|>","Pb",207,796840.289,1,0.22425,1
"Replicate",10,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1895251.262,2.38782,0.53523,1
"| ","Pb",206,852039.455,1.07348,0.24062,1
"|>","Pb",207,793716.345,1,0.22415,1
"Replicate",11,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1890564.541,2.38561,0.5348,1
"| ","Pb",206,852029.828,1.07513,0.24102,1
"|>","Pb",207,792487.887,1,0.22418,1
"Replicate",12,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,1894941.377,2.38113,0.53474,1
"| ","Pb",206,852913.205,1.07175,0.24069,1
"|>","Pb",207,795816.062,1,0.22457,1
"Summary",,,,,,
"Analyte","Mass","Net Intens. Mean","Ratio Mean","Ratio %RSD","Corr. Factor Mean",
,"Pb",208,1929331.9,2.38087,0.31846,1
,"Pb",206,868190.1,1.0714,0.39318,1
,"Pb",207,810380.7,1,0,1
"Isotope Ratio Report",,,,,,
"Sample ID:","SRM 981",,,,,
"Sample Date/Time:","Thursday, April 30, 2015 11:42:23",,,,,
"Sample Type:","Sample",,,,,
"Sample Description:",,,,,,
"Method File:","C:\Elandata_Analitica\Method\pb_isotopi.mth",,,,,
"Dataset File:","C:\Elandata_Analitica\Dataset\PM10_NyAlesund_2010-2014_isotopi\SRM 981.140",,,,,
"Tuning File:","C:\Elandata_Analitica\Tuning\default.tun",,,,,
"Optimization File:","C:\Elandata_Analitica\Optimize\default_Pbratios.dac",,,,,
"Blank File:",,,,,,
"Dead Time (ns):",40,,,,,
"Read Delay(sec):",40,,,,,
"Number of Sweeps:",1000,,,,,
"Number of Readings:",10,,,,,
"Number of Replicates:",12,,,,,
"Dual Detector Mode:","Pulse",,,,,
"Measurement Unit:","counts",,,,,
"Replicates",,,,,,
"Replicate",1,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2340734.562,2.3675,0.53439,1
"| ","Pb",206,1050774.035,1.06279,0.23989,1
"|>","Pb",207,988693.586,1,0.22572,1
"Replicate",2,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2330230.557,2.36655,0.53391,1
"| ","Pb",206,1049554.84,1.06591,0.24048,1
"|>","Pb",207,984654.691,1,0.22561,1
"Replicate",3,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2326884.982,2.37409,0.5341,1
"| ","Pb",206,1049646.51,1.07094,0.24093,1
"|>","Pb",207,980114.631,1,0.22497,1
"Replicate",4,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2308252.801,2.37891,0.53446,1
"| ","Pb",206,1040279.823,1.07212,0.24087,1
"|>","Pb",207,970300.118,1,0.22467,1
"Replicate",5,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2284887.835,2.38353,0.53499,1
"| ","Pb",206,1027419.317,1.07177,0.24056,1
"|>","Pb",207,958616.633,1,0.22445,1
"Replicate",6,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2286661.18,2.38201,0.53495,1
"| ","Pb",206,1027917.202,1.07078,0.24047,1
"|>","Pb",207,959971.759,1,0.22458,1
"Replicate",7,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2261914.526,2.37546,0.53394,1
"| ","Pb",206,1022152.152,1.07346,0.24129,1
"|>","Pb",207,952200.436,1,0.22477,1
"Replicate",8,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2261910.737,2.38641,0.53515,1
"| ","Pb",206,1016916.684,1.07289,0.2406,1
"|>","Pb",207,947830.684,1,0.22425,1
"Replicate",9,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2272854.854,2.38072,0.53482,1
"| ","Pb",206,1022203.49,1.07071,0.24053,1
"|>","Pb",207,954692.599,1,0.22465,1
"Replicate",10,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2259521.481,2.38924,0.53558,1
"| ","Pb",206,1013608.634,1.0718,0.24026,1
"|>","Pb",207,945708.381,1,0.22416,1
"Replicate",11,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2227552.968,2.39401,0.53548,1
"| ","Pb",206,1001904.705,1.07677,0.24085,1
"|>","Pb",207,930468.821,1,0.22367,1
"Replicate",12,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2205667.672,2.38467,0.53491,1
"| ","Pb",206,992824.363,1.0734,0.24078,1
"|>","Pb",207,924936.454,1,0.22431,1
"Summary",,,,,,
"Analyte","Mass","Net Intens. Mean","Ratio Mean","Ratio %RSD","Corr. Factor Mean",
,"Pb",208,2280589.5,2.38026,0.34796,1
,"Pb",206,1026266.8,1.07111,0.33836,1
,"Pb",207,958182.4,1,0,1
"Isotope Ratio Report",,,,,,
"Sample ID:","GB05-10",,,,,
"Sample Date/Time:","Thursday, April 30, 2015 11:53:27",,,,,
"Sample Type:","Sample",,,,,
"Sample Description:",,,,,,
"Method File:","C:\Elandata_Analitica\Method\pb_isotopi.mth",,,,,
"Dataset File:","C:\Elandata_Analitica\Dataset\PM10_NyAlesund_2010-2014_isotopi\GB05-10.141",,,,,
"Tuning File:","C:\Elandata_Analitica\Tuning\default.tun",,,,,
"Optimization File:","C:\Elandata_Analitica\Optimize\default_Pbratios.dac",,,,,
"Blank File:",,,,,,
"Dead Time (ns):",40,,,,,
"Read Delay(sec):",40,,,,,
"Number of Sweeps:",1000,,,,,
"Number of Readings:",10,,,,,
"Number of Replicates:",12,,,,,
"Dual Detector Mode:","Pulse",,,,,
"Measurement Unit:","counts",,,,,
"Replicates",,,,,,
"Replicate",1,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8504758.313,2.43718,0.53346,1
"| ","Pb",206,3948336.545,1.13146,0.24766,1
"|>","Pb",207,3489595.711,1,0.21888,1
"Replicate",2,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8418563.763,2.43807,0.53268,1
"| ","Pb",206,3932764.103,1.13895,0.24884,1
"|>","Pb",207,3452967.826,1,0.21848,1
"Replicate",3,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8385169.933,2.44197,0.53328,1
"| ","Pb",206,3904884.203,1.1372,0.24834,1
"|>","Pb",207,3433779.131,1,0.21838,1
"Replicate",4,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8326706.824,2.44671,0.53368,1
"| ","Pb",206,3872350.544,1.13785,0.24819,1
"|>","Pb",207,3403231.621,1,0.21812,1
"Replicate",5,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8265799.312,2.45545,0.53445,1
"| ","Pb",206,3833799.889,1.13887,0.24789,1
"|>","Pb",207,3366310.347,1,0.21766,1
"Replicate",6,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8348144.364,2.44464,0.53399,1
"| ","Pb",206,3870617.678,1.13346,0.24758,1
"|>","Pb",207,3414876.262,1,0.21843,1
"Replicate",7,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8276278.029,2.44207,0.53374,1
"| ","Pb",206,3840796.05,1.1333,0.2477,1
"|>","Pb",207,3389037.817,1,0.21856,1
"Replicate",8,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8206101.332,2.44873,0.53403,1
"| ","Pb",206,3808961.168,1.13661,0.24788,1
"|>","Pb",207,3351167.669,1,0.21809,1
"Replicate",9,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,7823476.207,2.44944,0.53402,1
"| ","Pb",206,3632759.164,1.13738,0.24797,1
"|>","Pb",207,3193982.456,1,0.21802,1
"Replicate",10,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,7989761.551,2.45245,0.53471,1
"| ","Pb",206,3694501.161,1.13403,0.24725,1
"|>","Pb",207,3257863.336,1,0.21803,1
"Replicate",11,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8123431.557,2.45859,0.53473,1
"| ","Pb",206,3763982.541,1.13919,0.24777,1
"|>","Pb",207,3304100.705,1,0.2175,1
"Replicate",12,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,8099429.444,2.44695,0.53354,1
"| ","Pb",206,3771156.019,1.13932,0.24842,1
"|>","Pb",207,3310009.219,1,0.21804,1
"Summary",,,,,,
"Analyte","Mass","Net Intens. Mean","Ratio Mean","Ratio %RSD","Corr. Factor Mean",
,"Pb",208,8230635.1,2.44685,0.26878,1
,"Pb",206,3822909.1,1.13647,0.2386,1
,"Pb",207,3363910.2,1,0,1
"Isotope Ratio Report",,,,,,
"Sample ID:","GB08-10",,,,,
"Sample Date/Time:","Thursday, April 30, 2015 12:04:55",,,,,
"Sample Type:","Sample",,,,,
"Sample Description:",,,,,,
"Method File:","C:\Elandata_Analitica\Method\pb_isotopi.mth",,,,,
"Dataset File:","C:\Elandata_Analitica\Dataset\PM10_NyAlesund_2010-2014_isotopi\GB08-10.142",,,,,
"Tuning File:","C:\Elandata_Analitica\Tuning\default.tun",,,,,
"Optimization File:","C:\Elandata_Analitica\Optimize\default_Pbratios.dac",,,,,
"Blank File:",,,,,,
"Dead Time (ns):",40,,,,,
"Read Delay(sec):",40,,,,,
"Number of Sweeps:",1000,,,,,
"Number of Readings:",10,,,,,
"Number of Replicates:",12,,,,,
"Dual Detector Mode:","Pulse",,,,,
"Measurement Unit:","counts",,,,,
"Replicates",,,,,,
"Replicate",1,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,377853.385,2.44725,0.5349,1
"| ","Pb",206,174153.245,1.12794,0.24653,1
"|>","Pb",207,154399.312,1,0.21857,1
"Replicate",2,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,370007.954,2.45714,0.53458,1
"| ","Pb",206,171555.659,1.13926,0.24786,1
"|>","Pb",207,150584.675,1,0.21756,1
"Replicate",3,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,367766.328,2.46076,0.53511,1
"| ","Pb",206,170047.602,1.13781,0.24743,1
"|>","Pb",207,149452.306,1,0.21746,1
"Replicate",4,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,365284.09,2.45067,0.53402,1
"| ","Pb",206,169692.147,1.13845,0.24808,1
"|>","Pb",207,149054.859,1,0.21791,1
"Replicate",5,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,363607.213,2.46669,0.53545,1
"| ","Pb",206,168056.929,1.14009,0.24748,1
"|>","Pb",207,147406.88,1,0.21707,1
"Replicate",6,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,360979.589,2.46352,0.53552,1
"| ","Pb",206,166568.918,1.13676,0.24711,1
"|>","Pb",207,146529.859,1,0.21738,1
"Replicate",7,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,359583.523,2.4621,0.53571,1
"| ","Pb",206,165596.624,1.13386,0.24671,1
"|>","Pb",207,146047.281,1,0.21758,1
"Replicate",8,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,359632.639,2.45394,0.53535,1
"| ","Pb",206,165586.613,1.12988,0.24649,1
"|>","Pb",207,146552.87,1,0.21816,1
"Replicate",9,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,354370.812,2.45563,0.5355,1
"| ","Pb",206,163080.351,1.13008,0.24643,1
"|>","Pb",207,144309.285,1,0.21807,1
"Replicate",10,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,358118.325,2.46283,0.53525,1
"| ","Pb",206,165544.58,1.13847,0.24742,1
"|>","Pb",207,145409.55,1,0.21733,1
"Replicate",11,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,354096.916,2.44737,0.534,1
"| ","Pb",206,164317.948,1.1357,0.2478,1
"|>","Pb",207,144684.705,1,0.21819,1
"Replicate",12,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,355543.953,2.47463,0.53676,1
"| ","Pb",206,163165.433,1.13565,0.24633,1
"|>","Pb",207,143675.54,1,0.21691,1
"Summary",,,,,,
"Analyte","Mass","Net Intens. Mean","Ratio Mean","Ratio %RSD","Corr. Factor Mean",
,"Pb",208,362237.1,2.45855,0.33179,1
,"Pb",206,167280.5,1.13533,0.35658,1
,"Pb",207,147342.3,1,0,1
"Isotope Ratio Report",,,,,,
"Sample ID:","GB09-10",,,,,
"Sample Date/Time:","Thursday, April 30, 2015 12:16:01",,,,,
"Sample Type:","Sample",,,,,
"Sample Description:",,,,,,
"Method File:","C:\Elandata_Analitica\Method\pb_isotopi.mth",,,,,
"Dataset File:","C:\Elandata_Analitica\Dataset\PM10_NyAlesund_2010-2014_isotopi\GB09-10.143",,,,,
"Tuning File:","C:\Elandata_Analitica\Tuning\default.tun",,,,,
"Optimization File:","C:\Elandata_Analitica\Optimize\default_Pbratios.dac",,,,,
"Blank File:",,,,,,
"Dead Time (ns):",40,,,,,
"Read Delay(sec):",40,,,,,
"Number of Sweeps:",1000,,,,,
"Number of Readings:",10,,,,,
"Number of Replicates:",12,,,,,
"Dual Detector Mode:","Pulse",,,,,
"Measurement Unit:","counts",,,,,
"Replicates",,,,,,
"Replicate",1,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,40028.411,2.40814,0.5328,1
"| ","Pb",206,18478.367,1.11167,0.24596,1
"|>","Pb",207,16622.106,1,0.22125,1
"Replicate",2,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,39985.397,2.46124,0.53417,1
"| ","Pb",206,18623.388,1.14633,0.24879,1
"|>","Pb",207,16246.057,1,0.21703,1
"Replicate",3,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,39712.31,2.39576,0.52726,1
"| ","Pb",206,19029.449,1.14801,0.25266,1
"|>","Pb",207,16576.1,1,0.22008,1
"Replicate",4,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,40142.446,2.3944,0.5294,1
"| ","Pb",206,18919.433,1.1285,0.24951,1
"|>","Pb",207,16765.125,1,0.2211,1
"Replicate",5,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,39623.28,2.38076,0.52746,1
"| ","Pb",206,18854.423,1.13287,0.25099,1
"|>","Pb",207,16643.109,1,0.22155,1
"Replicate",6,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,39754.322,2.4261,0.52911,1
"| ","Pb",206,18994.443,1.15918,0.2528,1
"|>","Pb",207,16386.074,1,0.21809,1
"Replicate",7,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,39611.277,2.40592,0.52942,1
"| ","Pb",206,18745.406,1.13856,0.25054,1
"|>","Pb",207,16464.085,1,0.22005,1
"Replicate",8,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,51440.19,2.3917,0.52923,1
"| ","Pb",206,24249.557,1.12748,0.24949,1
"|>","Pb",207,21507.79,1,0.22128,1
"Replicate",9,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,38762.014,2.42293,0.53214,1
"| ","Pb",206,18082.311,1.13028,0.24824,1
"|>","Pb",207,15998.024,1,0.21963,1
"Replicate",10,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,39567.264,2.39946,0.53107,1
"| ","Pb",206,18447.362,1.11869,0.2476,1
"|>","Pb",207,16490.088,1,0.22133,1
"Replicate",11,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,38851.04,2.40608,0.52842,1
"| ","Pb",206,18524.373,1.14723,0.25196,1
"|>","Pb",207,16147.044,1,0.21962,1
"Replicate",12,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,38506.938,2.41256,0.53084,1
"| ","Pb",206,18072.308,1.13228,0.24913,1
"|>","Pb",207,15961.021,1,0.22003,1
"Summary",,,,,,
"Analyte","Mass","Net Intens. Mean","Ratio Mean","Ratio %RSD","Corr. Factor Mean",
,"Pb",208,40498.7,2.40875,0.86922,1
,"Pb",206,19085.1,1.13509,1.18421,1
,"Pb",207,16817.2,1,0,1
"Isotope Ratio Report",,,,,,
"Sample ID:","SRM 981",,,,,
"Sample Date/Time:","Thursday, April 30, 2015 12:27:06",,,,,
"Sample Type:","Sample",,,,,
"Sample Description:",,,,,,
"Method File:","C:\Elandata_Analitica\Method\pb_isotopi.mth",,,,,
"Dataset File:","C:\Elandata_Analitica\Dataset\PM10_NyAlesund_2010-2014_isotopi\SRM 981.144",,,,,
"Tuning File:","C:\Elandata_Analitica\Tuning\default.tun",,,,,
"Optimization File:","C:\Elandata_Analitica\Optimize\default_Pbratios.dac",,,,,
"Blank File:",,,,,,
"Dead Time (ns):",40,,,,,
"Read Delay(sec):",40,,,,,
"Number of Sweeps:",1000,,,,,
"Number of Readings:",10,,,,,
"Number of Replicates:",12,,,,,
"Dual Detector Mode:","Pulse",,,,,
"Measurement Unit:","counts",,,,,
"Replicates",,,,,,
"Replicate",1,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2349710.67,2.38236,0.53531,1
"| ","Pb",206,1053443.092,1.06808,0.23999,1
"|>","Pb",207,986294.787,1,0.2247,1
"Replicate",2,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2240914.53,2.39292,0.53602,1
"| ","Pb",206,1003292.896,1.07135,0.23998,1
"|>","Pb",207,936475.566,1,0.224,1
"Replicate",3,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2257801.37,2.37768,0.53439,1
"| ","Pb",206,1017602.051,1.07163,0.24085,1
"|>","Pb",207,949580.86,1,0.22475,1
"Replicate",4,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2252019.708,2.38159,0.53507,1
"| ","Pb",206,1011208.31,1.06939,0.24026,1
"|>","Pb",207,945593.607,1,0.22467,1
"Replicate",5,,,,,
"   ","Analyte","Mass","Net Intensity","Ratio (Norm)","Ratio Fraction","Corr. Factor"
"|-","Pb",208,2240283.07,2.38658,0.53557,1
"| ","Pb",206,1003984.413,1.06955,0.24002,1
"|>","Pb",207,938701.938,1,0.22441,1
